Produto1,Regiao,UF,Textbox76,Textbox77,Textbox78,Textbox79,Textbox80,Textbox81,Textbox82,Textbox83,Textbox84,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox31,Textbox32,Textbox33,Textbox34,Textbox35,Textbox36,Textbox38,Textbox40,Textbox41,Textbox44,Textbox46,Textbox47,Textbox48,Textbox49,Textbox74,Textbox75,Textbox90,Textbox91,Textbox92,Textbox93,Textbox94,Textbox95,Textbox96,Textbox97,Textbox98,Textbox99,Textbox100,Textbox101,Textbox57,Textbox58,Textbox59,Textbox60,Textbox61,Textbox62,Textbox63,Textbox64,Textbox65,Textbox66,Textbox67,Textbox68,Textbox69,Textbox70
UVA,SUL,SC,"2.488,8",1.090,"29.999.431,80","858.374,10","939,4",378,"10.544.247,94","912,6",366,"10.276.202,57","6.730.722,54","0,0",0,"0,00","19.367,6",9.479,"246.013.696,23","6.799.673,41","2.720,0",1.238,"32.825.873,21","2.393,3",1.095,"29.011.482,15","19.233.812,60","0,0",0,"0,00","22.131,5",11.638,"351.413.592,14","8.857.759,95","2.786,7",1.293,"35.133.004,08","2.438,0",1.135,"30.554.311,61","20.211.185,97","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
UVA,SUL,PR,"1.678,6",1.126,"31.075.391,37","835.987,82","240,0",129,"3.671.735,69","199,6",104,"3.086.091,61","2.089.513,93","0,0",0,"0,00","19.367,6",9.479,"246.013.696,23","6.799.673,41","2.720,0",1.238,"32.825.873,21","2.393,3",1.095,"29.011.482,15","19.233.812,60","0,0",0,"0,00","22.131,5",11.638,"351.413.592,14","8.857.759,95","2.786,7",1.293,"35.133.004,08","2.438,0",1.135,"30.554.311,61","20.211.185,97","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
UVA,SUDESTE,SP,"2.159,6",1.844,"72.075.131,45","1.566.548,50","60,7",51,"1.983.659,41","41,8",38,"1.397.756,42","873.069,94","0,0",0,"0,00","2.256,3",1.907,"75.258.718,17","1.628.207,32","62,1",52,"2.044.467,52","43,2",39,"1.458.564,53","902.261,69","0,0",0,"0,00","22.131,5",11.638,"351.413.592,14","8.857.759,95","2.786,7",1.293,"35.133.004,08","2.438,0",1.135,"30.554.311,61","20.211.185,97","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
UVA,SUDESTE,MG,"73,4",45,"2.255.432,30","45.531,58","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","2.256,3",1.907,"75.258.718,17","1.628.207,32","62,1",52,"2.044.467,52","43,2",39,"1.458.564,53","902.261,69","0,0",0,"0,00","22.131,5",11.638,"351.413.592,14","8.857.759,95","2.786,7",1.293,"35.133.004,08","2.438,0",1.135,"30.554.311,61","20.211.185,97","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
UVA,SUDESTE,ES,"17,5",16,"683.640,13","11.235,79","1,4",1,"60.808,11","1,4",1,"60.808,11","29.191,75","0,0",0,"0,00","2.256,3",1.907,"75.258.718,17","1.628.207,32","62,1",52,"2.044.467,52","43,2",39,"1.458.564,53","902.261,69","0,0",0,"0,00","22.131,5",11.638,"351.413.592,14","8.857.759,95","2.786,7",1.293,"35.133.004,08","2.438,0",1.135,"30.554.311,61","20.211.185,97","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
UVA,SUDESTE,RJ,"5,7",2,"244.514,29","4.891,45","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","2.256,3",1.907,"75.258.718,17","1.628.207,32","62,1",52,"2.044.467,52","43,2",39,"1.458.564,53","902.261,69","0,0",0,"0,00","22.131,5",11.638,"351.413.592,14","8.857.759,95","2.786,7",1.293,"35.133.004,08","2.438,0",1.135,"30.554.311,61","20.211.185,97","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
UVA,NORDESTE,PE,"446,7",227,"26.099.336,69","378.189,18","2,6",2,"190.120,95","1,6",1,"84.264,93","75.111,68","0,0",0,"0,00","506,3",250,"30.090.127,66","429.368,65","4,6",3,"262.663,35","1,6",1,"84.264,93","75.111,68","0,0",0,"0,00","22.131,5",11.638,"351.413.592,14","8.857.759,95","2.786,7",1.293,"35.133.004,08","2.438,0",1.135,"30.554.311,61","20.211.185,97","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
UVA,NORDESTE,BA,"55,5",19,"3.901.711,16","50.288,35","2,0",1,"72.542,40","0,0",0,"0,00","0,00","0,0",0,"0,00","506,3",250,"30.090.127,66","429.368,65","4,6",3,"262.663,35","1,6",1,"84.264,93","75.111,68","0,0",0,"0,00","22.131,5",11.638,"351.413.592,14","8.857.759,95","2.786,7",1.293,"35.133.004,08","2.438,0",1.135,"30.554.311,61","20.211.185,97","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
UVA,NORDESTE,PB,"3,4",3,"63.916,96","639,36","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","506,3",250,"30.090.127,66","429.368,65","4,6",3,"262.663,35","1,6",1,"84.264,93","75.111,68","0,0",0,"0,00","22.131,5",11.638,"351.413.592,14","8.857.759,95","2.786,7",1.293,"35.133.004,08","2.438,0",1.135,"30.554.311,61","20.211.185,97","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
UVA,NORDESTE,CE,"0,8",1,"25.162,85","251,76","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","506,3",250,"30.090.127,66","429.368,65","4,6",3,"262.663,35","1,6",1,"84.264,93","75.111,68","0,0",0,"0,00","22.131,5",11.638,"351.413.592,14","8.857.759,95","2.786,7",1.293,"35.133.004,08","2.438,0",1.135,"30.554.311,61","20.211.185,97","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
UVA,CENTRO-OESTE,GO,"1,1",1,"36.961,18","369,66","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","1,3",2,"51.050,08","510,57","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","22.131,5",11.638,"351.413.592,14","8.857.759,95","2.786,7",1.293,"35.133.004,08","2.438,0",1.135,"30.554.311,61","20.211.185,97","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
UVA,CENTRO-OESTE,MT,"0,2",1,"14.088,90","140,91","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","1,3",2,"51.050,08","510,57","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","22.131,5",11.638,"351.413.592,14","8.857.759,95","2.786,7",1.293,"35.133.004,08","2.438,0",1.135,"30.554.311,61","20.211.185,97","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
CEBOLA,SUL,SC,"32.121,0",9.449,"358.186.831,09","6.392.605,55","14.333,9",3.706,"162.890.556,99","13.421,7",3.461,"154.003.966,69","98.811.805,65","0,0",0,"0,00","38.539,5",12.685,"415.435.777,01","7.641.987,08","14.902,3",3.932,"168.550.533,49","13.853,6",3.636,"158.253.101,02","101.231.347,11","0,0",0,"0,00","39.705,9",13.037,"436.617.483,49","7.962.129,05","14.910,4",3.935,"168.691.746,02","13.860,2",3.638,"158.367.255,90","101.279.302,13","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
CEBOLA,SUL,RS,"4.701,7",2.495,"36.965.452,40","874.835,22","208,9",110,"1.637.741,19","144,7",81,"1.110.305,40","513.564,39","0,0",0,"0,00","38.539,5",12.685,"415.435.777,01","7.641.987,08","14.902,3",3.932,"168.550.533,49","13.853,6",3.636,"158.253.101,02","101.231.347,11","0,0",0,"0,00","39.705,9",13.037,"436.617.483,49","7.962.129,05","14.910,4",3.935,"168.691.746,02","13.860,2",3.638,"158.367.255,90","101.279.302,13","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
CEBOLA,SUL,PR,"1.716,8",741,"20.283.493,52","374.546,31","359,5",116,"4.022.235,31","287,3",94,"3.138.828,93","1.905.977,07","0,0",0,"0,00","38.539,5",12.685,"415.435.777,01","7.641.987,08","14.902,3",3.932,"168.550.533,49","13.853,6",3.636,"158.253.101,02","101.231.347,11","0,0",0,"0,00","39.705,9",13.037,"436.617.483,49","7.962.129,05","14.910,4",3.935,"168.691.746,02","13.860,2",3.638,"158.367.255,90","101.279.302,13","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
CEBOLA,SUDESTE,SP,"818,2",195,"12.802.726,91","175.419,62","8,1",3,"141.212,53","6,6",2,"114.154,88","47.955,02","0,0",0,"0,00","845,4",217,"13.273.958,33","182.314,47","8,1",3,"141.212,53","6,6",2,"114.154,88","47.955,02","0,0",0,"0,00","39.705,9",13.037,"436.617.483,49","7.962.129,05","14.910,4",3.935,"168.691.746,02","13.860,2",3.638,"158.367.255,90","101.279.302,13","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
CEBOLA,SUDESTE,ES,"15,2",11,"268.503,48","4.281,05","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","845,4",217,"13.273.958,33","182.314,47","8,1",3,"141.212,53","6,6",2,"114.154,88","47.955,02","0,0",0,"0,00","39.705,9",13.037,"436.617.483,49","7.962.129,05","14.910,4",3.935,"168.691.746,02","13.860,2",3.638,"158.367.255,90","101.279.302,13","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
CEBOLA,SUDESTE,MG,"12,0",11,"202.727,94","2.613,80","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","845,4",217,"13.273.958,33","182.314,47","8,1",3,"141.212,53","6,6",2,"114.154,88","47.955,02","0,0",0,"0,00","39.705,9",13.037,"436.617.483,49","7.962.129,05","14.910,4",3.935,"168.691.746,02","13.860,2",3.638,"158.367.255,90","101.279.302,13","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
CEBOLA,NORDESTE,BA,"184,0",93,"6.052.600,63","110.017,94","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","318,5",133,"7.887.803,33","137.628,00","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","39.705,9",13.037,"436.617.483,49","7.962.129,05","14.910,4",3.935,"168.691.746,02","13.860,2",3.638,"158.367.255,90","101.279.302,13","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
CEBOLA,NORDESTE,PE,"134,5",40,"1.835.202,70","27.610,06","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","318,5",133,"7.887.803,33","137.628,00","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","39.705,9",13.037,"436.617.483,49","7.962.129,05","14.910,4",3.935,"168.691.746,02","13.860,2",3.638,"158.367.255,90","101.279.302,13","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
CEBOLA,CENTRO-OESTE,DF,"2,7",2,"19.944,82","199,50","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","2,7",2,"19.944,82","199,50","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","39.705,9",13.037,"436.617.483,49","7.962.129,05","14.910,4",3.935,"168.691.746,02","13.860,2",3.638,"158.367.255,90","101.279.302,13","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
MAÇÃ,SUL,SC,"7.807,5",2.708,"188.007.372,25","5.818.681,55","2.173,2",770,"50.473.861,20","1.809,0",663,"42.194.305,82","23.988.269,52","0,0",0,"0,00","10.690,2",3.580,"246.508.440,29","7.679.191,27","3.188,0",1.058,"71.085.164,76","2.689,7",921,"60.075.513,49","35.593.495,80","0,0",0,"0,00","10.762,4",3.596,"247.613.156,47","7.698.086,10","3.190,0",1.059,"71.134.640,68","2.691,7",922,"60.124.989,41","35.610.487,33","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
MAÇÃ,SUL,RS,"2.678,7",803,"54.541.454,47","1.738.301,05","972,2",273,"19.568.033,67","841,0",245,"16.901.629,01","11.092.319,03","0,0",0,"0,00","10.690,2",3.580,"246.508.440,29","7.679.191,27","3.188,0",1.058,"71.085.164,76","2.689,7",921,"60.075.513,49","35.593.495,80","0,0",0,"0,00","10.762,4",3.596,"247.613.156,47","7.698.086,10","3.190,0",1.059,"71.134.640,68","2.691,7",922,"60.124.989,41","35.610.487,33","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
MAÇÃ,SUL,PR,"204,0",69,"3.959.613,57","122.208,67","42,6",15,"1.043.269,89","39,7",13,"979.578,66","512.907,25","0,0",0,"0,00","10.690,2",3.580,"246.508.440,29","7.679.191,27","3.188,0",1.058,"71.085.164,76","2.689,7",921,"60.075.513,49","35.593.495,80","0,0",0,"0,00","10.762,4",3.596,"247.613.156,47","7.698.086,10","3.190,0",1.059,"71.134.640,68","2.691,7",922,"60.124.989,41","35.610.487,33","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
MAÇÃ,SUDESTE,MG,"69,2",14,"1.075.597,34","18.312,36","2,0",1,"49.475,92","2,0",1,"49.475,92","16.991,53","0,0",0,"0,00","72,2",16,"1.104.716,18","18.894,83","2,0",1,"49.475,92","2,0",1,"49.475,92","16.991,53","0,0",0,"0,00","10.762,4",3.596,"247.613.156,47","7.698.086,10","3.190,0",1.059,"71.134.640,68","2.691,7",922,"60.124.989,41","35.610.487,33","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
MAÇÃ,SUDESTE,SP,"3,0",2,"29.118,84","582,47","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","72,2",16,"1.104.716,18","18.894,83","2,0",1,"49.475,92","2,0",1,"49.475,92","16.991,53","0,0",0,"0,00","10.762,4",3.596,"247.613.156,47","7.698.086,10","3.190,0",1.059,"71.134.640,68","2.691,7",922,"60.124.989,41","35.610.487,33","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
TOMATE,SUDESTE,RJ,"1.790,0",2.400,"81.162.141,36","1.268.560,04","17,4",22,"761.328,60","15,2",19,"667.994,34","352.936,45","0,0",0,"0,00","5.110,7",6.613,"232.812.101,41","3.590.563,01","175,6",157,"7.753.001,37","124,3",114,"5.418.548,73","3.381.619,97","0,0",0,"0,00","9.931,5",12.251,"423.031.723,76","6.862.881,41","681,3",638,"28.036.415,50","533,8",502,"22.063.919,56","12.756.035,70","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
TOMATE,SUDESTE,SP,"1.258,4",1.445,"64.589.390,65","1.024.736,99","66,9",54,"3.035.444,13","39,9",30,"1.650.894,87","986.576,06","0,0",0,"0,00","5.110,7",6.613,"232.812.101,41","3.590.563,01","175,6",157,"7.753.001,37","124,3",114,"5.418.548,73","3.381.619,97","0,0",0,"0,00","9.931,5",12.251,"423.031.723,76","6.862.881,41","681,3",638,"28.036.415,50","533,8",502,"22.063.919,56","12.756.035,70","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
TOMATE,SUDESTE,MG,"1.365,2",1.932,"54.873.062,40","809.128,50","25,9",26,"1.019.237,83","17,9",21,"777.446,29","426.052,80","0,0",0,"0,00","5.110,7",6.613,"232.812.101,41","3.590.563,01","175,6",157,"7.753.001,37","124,3",114,"5.418.548,73","3.381.619,97","0,0",0,"0,00","9.931,5",12.251,"423.031.723,76","6.862.881,41","681,3",638,"28.036.415,50","533,8",502,"22.063.919,56","12.756.035,70","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
TOMATE,SUDESTE,ES,"697,1",836,"32.187.507,00","488.137,48","65,4",55,"2.936.990,81","51,4",44,"2.322.213,23","1.616.054,66","0,0",0,"0,00","5.110,7",6.613,"232.812.101,41","3.590.563,01","175,6",157,"7.753.001,37","124,3",114,"5.418.548,73","3.381.619,97","0,0",0,"0,00","9.931,5",12.251,"423.031.723,76","6.862.881,41","681,3",638,"28.036.415,50","533,8",502,"22.063.919,56","12.756.035,70","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
TOMATE,SUL,SC,"1.753,3",2.309,"82.955.470,97","1.436.904,52","281,0",308,"12.856.660,27","223,4",242,"10.455.348,11","5.376.643,88","0,0",0,"0,00","4.301,1",5.189,"173.409.865,16","3.014.790,64","497,4",476,"20.067.371,52","403,1",384,"16.489.328,22","9.248.287,28","0,0",0,"0,00","9.931,5",12.251,"423.031.723,76","6.862.881,41","681,3",638,"28.036.415,50","533,8",502,"22.063.919,56","12.756.035,70","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
TOMATE,SUL,PR,"1.605,4",1.744,"57.248.315,13","970.030,44","185,8",132,"5.960.190,68","154,2",113,"5.004.186,66","3.301.163,99","0,0",0,"0,00","4.301,1",5.189,"173.409.865,16","3.014.790,64","497,4",476,"20.067.371,52","403,1",384,"16.489.328,22","9.248.287,28","0,0",0,"0,00","9.931,5",12.251,"423.031.723,76","6.862.881,41","681,3",638,"28.036.415,50","533,8",502,"22.063.919,56","12.756.035,70","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
TOMATE,SUL,RS,"942,5",1.136,"33.206.079,06","607.855,68","30,6",36,"1.250.520,57","25,6",29,"1.029.793,45","570.479,41","0,0",0,"0,00","4.301,1",5.189,"173.409.865,16","3.014.790,64","497,4",476,"20.067.371,52","403,1",384,"16.489.328,22","9.248.287,28","0,0",0,"0,00","9.931,5",12.251,"423.031.723,76","6.862.881,41","681,3",638,"28.036.415,50","533,8",502,"22.063.919,56","12.756.035,70","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
TOMATE,NORDESTE,BA,"112,0",71,"3.490.284,69","60.180,70","5,0",1,"102.812,85","5,0",1,"102.812,85","88.772,09","0,0",0,"0,00","322,2",239,"8.616.429,36","133.326,22","7,0",2,"162.812,85","5,0",1,"102.812,85","88.772,09","0,0",0,"0,00","9.931,5",12.251,"423.031.723,76","6.862.881,41","681,3",638,"28.036.415,50","533,8",502,"22.063.919,56","12.756.035,70","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
TOMATE,NORDESTE,PE,"122,6",58,"2.539.663,80","37.686,39","2,0",1,"60.000,00","0,0",0,"0,00","0,00","0,0",0,"0,00","322,2",239,"8.616.429,36","133.326,22","7,0",2,"162.812,85","5,0",1,"102.812,85","88.772,09","0,0",0,"0,00","9.931,5",12.251,"423.031.723,76","6.862.881,41","681,3",638,"28.036.415,50","533,8",502,"22.063.919,56","12.756.035,70","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
TOMATE,NORDESTE,CE,"29,7",53,"1.331.695,57","19.616,59","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","322,2",239,"8.616.429,36","133.326,22","7,0",2,"162.812,85","5,0",1,"102.812,85","88.772,09","0,0",0,"0,00","9.931,5",12.251,"423.031.723,76","6.862.881,41","681,3",638,"28.036.415,50","533,8",502,"22.063.919,56","12.756.035,70","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
TOMATE,NORDESTE,SE,"51,4",47,"1.112.056,62","14.275,63","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","322,2",239,"8.616.429,36","133.326,22","7,0",2,"162.812,85","5,0",1,"102.812,85","88.772,09","0,0",0,"0,00","9.931,5",12.251,"423.031.723,76","6.862.881,41","681,3",638,"28.036.415,50","533,8",502,"22.063.919,56","12.756.035,70","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
TOMATE,NORDESTE,MA,"4,0",8,"88.588,16","1.025,43","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","322,2",239,"8.616.429,36","133.326,22","7,0",2,"162.812,85","5,0",1,"102.812,85","88.772,09","0,0",0,"0,00","9.931,5",12.251,"423.031.723,76","6.862.881,41","681,3",638,"28.036.415,50","533,8",502,"22.063.919,56","12.756.035,70","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
TOMATE,NORDESTE,PB,"1,5",1,"32.752,47","327,57","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","322,2",239,"8.616.429,36","133.326,22","7,0",2,"162.812,85","5,0",1,"102.812,85","88.772,09","0,0",0,"0,00","9.931,5",12.251,"423.031.723,76","6.862.881,41","681,3",638,"28.036.415,50","533,8",502,"22.063.919,56","12.756.035,70","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
TOMATE,NORDESTE,RN,"1,0",1,"21.388,05","213,91","0,0",0,"0,00","0,0",0,"0,00","0,00","0,0",0,"0,00","322,2",239,"8.616.429,36","133.326,22","7,0",2,"162.812,85","5,0",1,"102.812,85","88.772,09","0,0",0,"0,00","9.931,5",12.251,"423.031.723,76","6.862.881,41","681,3",638,"28.036.415,50","533,8",502,"22.063.919,56","12.756.035,70","0,0",0,"0,00","19.224.526,7",1.225.823,"38.957.710.018,94","1.122.713.373,24","3.223.715,6",136.238,"5.076.487.279,43","2.879.041,9",122.452,"4.475.339.538,92","2.788.303.122,68","0,0",0,"0,00"
